name,simbol,market_cap,price,circulating_supply,volume,one_hour,one_day,one_week
MediBloc,MED,10478870,0.004429,2365726029.93,588,0.0402192,0.130328,6.35556
Monolith,TKN,10285709,0.325555,31594386.7738,3683,0.518635,-0.34365,-18.8587
LTO Network,LTO,10236823,0.028994,353065442.473,436525,-0.00592292,-1.0395,4.31495
DDKoin,DDK,10126887,5.92,1710000.0,33002,0.0264804,-1.06987,-21.3994
TOP,TOP,10036329,0.003196,3140686537.15,314170,-0.285817,-1.79688,37.6681
REPO,REPO,10017744,0.091105,109958607.0,784,0.186637,-16.9255,17.358
Contentos,COS,9968814,0.015517,642453525.598,5385253,-0.221315,0.458711,-3.28931
HYCON,HYC,9813548,0.004842,2026606895.89,6650674,0.576214,2.84531,2.01022
Bitrue Coin,BTR,9773469,0.069761,140100001.0,1087435,-0.0976184,-1.52143,-7.83057
PressOne,PRS,9716245,0.034123,284742627.993,132056,-0.0569666,-1.09815,3.02718
Ankr,ANKR,9709260,0.00243,3996177788.12,2168306,-0.297581,-2.79283,16.741
Force Protocol,FOR,9533270,0.038236,249326428.91,1388794,-0.676073,-2.88979,18.4109
VNT Chain,VNT,9342253,0.003509,2662550067.39,2318009,0.395027,9.5339,106.954
ZTCoin,ZT,9314131,0.041222,225948925.25,220854,0.161592,0.368326,0.809556
Achain,ACT,9254907,0.009701,953999997.741,647016,0.130735,-2.59424,-0.425124
ParallelCoin,DUO,9193187,29.21,314718.641345,8928,-1.00472,99.6821,1255.69
Origo,OGO,9169610,0.023434,391301244.667,18423898,0.944934,1.86689,15.046
Valor Token,VALOR,9110917,0.454727,20036000.0002,169073,-1.49369,-0.990883,-3.43071
Dragonchain,DRGN,9100393,0.038169,238421940.0,8170,-0.0408391,4.41926,10.3168
Aencoin,AEN,9095620,0.034032,267265785.07,304544,0.1865,-2.11854,-10.2135
adToken,ADT,9083474,0.01144,794000000.0,210958,-0.229271,160.572,281.081
Blox,CDT,9042084,0.013404,674579184.17,161317,0.0612863,-3.03581,3.37045
UGAS,UGAS,8971801,0.052247,171719420.168,1778354,0.129031,-6.0337,-3.29813
Mithril,MITH,8919870,0.01296,688279401.658,2558457,0.453121,-0.0980988,0.985324
THEKEY,TKY,8900625,0.001687,5275839774.46,4630,0.100338,-0.512378,-12.5342
Asch,XAS,8732020,0.093535,93355331.0,421539,2.98035,9.90645,29.3204
Ruff,RUFF,8681997,0.008855,980500000.0,1590572,0.196886,-0.0727555,7.88099
Gifto,GTO,8608477,0.014247,604212221.945,2365771,-3.09958,2.5254,0.366443
Pillar,PLR,8605671,0.033182,259348201.0,17614,1.15023,-11.2736,4.71766
Lightning Bit...,LBTC,8588614,2.22,3860807.622,4198752,0.176843,-2.23121,7.128
Content Value...,CVNT,8583811,0.015979,537187835.374,1405700,-0.423761,2.28647,-0.993013
XcelToken Plus,XLAB,8577473,0.001369,6264839261.0,,15.2781,6.47478,-47.7405
Nectar,NEC,8549965,0.103821,82353021.8232,,0.00604443,-3.71656,10.5087
Mainframe,MFT,8540840,0.000969,8813451661.28,1137696,-0.715958,-2.47019,0.15116
Reserve Rights,RSR,8526630,0.002027,4205530272.91,1029241,-0.353855,-2.68081,9.04273
Utrust,UTK,8512644,0.018917,450000000.0,14963727,-0.0160356,-4.07185,-7.92484
Streamr DATAcoin,DATA,8422270,0.012438,677154514.0,120947,0.67619,-0.5556,-1.60777
OST,OST,8393536,0.012442,674625134.221,1050782,0.0681193,6.10045,11.5365
SaluS,SLS,8405854,8.3,1012265.27148,1861,0.205591,0.30217,-12.1649
Storm,STORM,8374089,0.001322,6334945213.79,1023546,-1.09421,-1.36433,1.22374
Polis,POLIS,8347528,0.977726,8537700.48225,23420,9.22003,2.47888,58.824
BitBay,BAY,8308312,0.008209,1012146906.19,,0.0,-1.02756,37.9592
INT Chain,INT,8287571,0.021825,379720376.902,1626659,1.11469,3.05951,-4.77813
Raiden Networ...,RDN,8091297,0.159926,50593936.0,1109919,0.207181,-0.721702,4.78684
bitCNY,BITCNY,8104789,0.142919,56709100.0,190837710,0.24244,0.181233,1.5677
Everex,EVX,8032695,0.353863,22700000.0,2191803,-0.251329,-0.0330861,2.27461
TrustVerse,TRV,7865480,0.033426,235312425.012,3851711,-9.05379,-11.7922,-19.8478
Perlin,PERL,7843023,0.030014,261312630.17,3898722,0.307495,3.02855,12.6515
Locus Chain,LOCUS,7727043,0.009657,800141375.79,,0.201525,-1.04006,243.005
Kava,KAVA,7701993,1.24,6234036.44,29336684,3.09458,34.8665,50.5831
Stakenet,XSN,7700549,0.085963,89580233.2886,1834639,-0.42176,-8.87529,40.2136
Levolution,LEVL,7688063,0.315804,24344430.6801,146553,1.27794,8.51583,-0.167133
Measurable Da...,MDT,7676666,0.013766,557644069.124,16915227,0.0631158,5.09727,2.11707
Blackmoon,BMC,7649641,0.14166,54000000.0,507,1.74098,-2.64151,-25.9247
Neblio,NEBL,7609780,0.505744,15046703.3336,98728,0.266671,3.47117,-4.82588
All Sports,SOC,7588474,0.005059,1499865881.7,386567,0.235219,-7.49658,-2.24645
Po.et,POE,7511137,0.002391,3141592653.0,17699,3.53603,0.909194,-2.1301
IDEX,IDEX,7499688,0.016561,452852075.197,1147,0.196167,-1.06978,12.3955
Time New Bank,TNB,7436561,0.002539,2928446618.22,381608,-0.0568741,-1.44945,-7.87366
Incent,INCNT,7447771,0.16185,46016571.0,13681,-3.3408,-4.91955,-5.55052
Safex Token,SFT,7442452,0.00596,1248791242.0,,0.206704,128.603,8.08134
TokenClub,TCT,7387364,0.015345,481425335.174,258687,0.1432,0.373997,8.03071
Metadium,META,7374813,0.005921,1245430303.86,190595,-0.132681,-4.428,-8.13047
CWV Chain,CWV,7354381,0.002077,3540912311.0,528695,0.0236751,4.09886,2.19181
Tripio,TRIO,7347977,0.001959,3750000000.0,1178283,0.0731645,-4.22962,1.31954
Dusk Network,DUSK,7237137,0.061158,118335292.105,1702157,-0.47089,7.56116,18.2184
LockTrip,LOC,7174811,0.479851,14952162.9668,7551,-0.137134,5.86674,6.78594
High Performa...,HPB,7170583,0.164388,43619949.2499,1763572,0.146273,-2.10834,-16.437
Namecoin,NMC,7144394,0.484813,14736400.0,6910,0.8305,3.43024,-7.55228
GoChain,GO,7064917,0.008466,834529004.581,1252400,0.0955212,2.76455,1.0781
Quantstamp,QSP,7052064,0.011424,617314170.819,61629,-0.253007,-1.70351,1.59167
STPT,STPT,6995738,0.010192,686372049.027,372744,1.36123,2.00901,15.832
Tokenomy,TEN,6954647,0.034773,200000000.0,40209,0.405021,-2.13447,-3.98486
PayPie,PPP,6900913,0.083647,82500000.0,,0.0,-0.0614468,15.4535
TaaS,TAAS,7060731,0.866773,8146000.7794,,1.81841,0.0535051,0.0177771
Blocknet,BLOCK,6895639,1.11,6228111.87538,101605,0.0134027,8.91457,-3.74695
Litex,LXT,6872227,0.007159,959999987.0,4173579,0.0724602,-4.30603,84.0776
Contents Prot...,CPT,6827496,0.002243,3043505046.93,261640,0.732752,-0.164487,7.0398
ARPA Chain,ARPA,6764068,0.017963,376562965.842,1638545,0.20319,-3.83982,39.9933
RChain,RHOC,6730003,0.018005,373789867.795,2353,-1.81012,-15.5573,-3.26879
Sport and Lei...,SNL,6677884,0.009898,674670124.835,191278,0.075545,-3.36156,-2.22466
AdEx,ADX,6669932,0.083299,80071949.1876,401007,0.250186,-0.131158,7.79515
ProximaX,XPX,6664093,0.001093,6097456550.0,305536,-3.69772,-3.24399,0.819161
FOAM,FOAM,6634636,0.02316,286473685.84,18214,7.65535,13.8843,-10.5954
Hydro,HYDRO,6620439,0.000614,10783834955.7,3370267,0.679711,-4.624,-12.2197
Eligma Token,ELI,6590079,0.033195,198524864.547,149611,0.1841,-2.15661,-4.75962
Burst,BURST,6586706,0.003184,2068640237.0,4862,-1.19989,-6.10642,-10.7506
NavCoin,NAV,6511460,0.097795,66582606.9077,43928,-0.383726,0.0478307,3.36014
SALT,SALT,6490139,0.08084,80283637.0206,101937,1.68631,-1.69,1.73099
CyberVein,CVT,6469478,0.006101,1060404495.65,128045,0.077113,-4.07773,25.3299
OVCODE,OVC,6452422,0.146817,43948805.0,5918,0.0878254,6.36875,127.909
BORA,BORA,6444663,0.009603,671112500.0,33900,0.0667259,-7.39949,9.26595
Numeraire,NMR,6396059,4.74,1349328.14616,10268,0.793752,-9.08669,21.2751
sUSD,SUSD,6357466,0.979701,6489193.03342,,-0.0738587,-0.0450221,1.09287
U Network,UUU,6319591,0.000903,6994600000.0,695496,0.421793,-4.04666,37.5699
Kin,KIN,6308373,5e-06,1214839705290.0,563212,-0.454449,-0.607059,-11.9564
Insolar,INS,6279274,0.193208,32500000.0,10612577,0.50014,1.40695,-5.91703
doc.com Token,MTC,6266621,0.008677,722196100.405,7152,-0.487967,0.113037,-0.018654
VeriBlock,VBK,6232851,0.011759,530057372.788,6628,-0.0542329,4.46015,15.8655
Peercoin,PPC,6190175,0.240629,25724981.4188,32870,0.393482,0.743428,-8.90963
DAO.Casino,BET,6177278,0.03693,167270820.688,5345,0.657729,4.81591,18.814
Monero Classic,XMC,6105110,0.352758,17306797.8724,,0.0944698,1.08234,-2.26772
Dock,DOCK,6088808,0.0111,548559246.951,2255359,-0.139183,1.04696,3.43373
Restart Energ...,MWAT,6065168,0.013396,452750000.0,9475,-0.25,-6.15111,-4.21435
Bitcoin Rhodium,XRC,6048932,7.24,835475.0,35341,0.517643,-12.5769,-9.98314
MovieBloc,MBL,6044525,0.001592,3796659184.61,1404991,-0.036453,1.48465,3.56697
Darico Ecosys...,DEC,5996981,0.100197,59851939.3206,,0.182619,-1.05679,-9.76187
Monetha,MTH,5970515,0.014837,402400000.0,143871,1.80873,3.94443,1.40289
NaPoleonX,NPX,5952114,0.24474,24320139.24,112079,0.289526,-2.40941,-6.72971
OAX,OAX,5930137,0.078932,75130081.9768,151327,-0.641402,-0.785796,17.0633
Nucleus Vision,NCASH,5899366,0.000984,5993023626.45,406212,-0.240118,2.51011,1.37206
Metronome,MET,5892905,0.60956,9667473.92337,478192,2.15812,2.67069,7.6402
Digix Gold Token,DGX,5856414,48.38,121058.398837,28413,0.0212839,-0.12738,4.16467
Aergo,AERGO,5844572,0.056233,103934838.0,3159537,0.636905,7.5782,11.005
Poseidon Network,QQQ,5833152,0.002753,2118802878.0,312296,0.128068,-0.462993,7.09863
DeepBrain Chain,DBC,5810746,0.001816,3200000000.0,166939,0.294577,3.13776,-6.69513
SingularDTV,SNGLS,5742372,0.009571,600000000.0,85099,-0.59826,-1.17681,3.37331
CommerceBlock,CBT,5719654,0.03284,174166686.0,2616,-2.64057,2.87025,-12.0213
DAPS Token,DAPS,5713238,0.000109,52586828002.0,20740,-33.483,-39.9602,-53.9051
SmartMesh,SMT,5698443,0.004251,1340519342.76,67822,-0.237145,-5.19916,7.55397
SIX,SIX,5677466,0.020738,273776596.0,626590,0.0240666,-0.720495,-8.79842
Melon,MLN,5655763,4.52,1250000.0,27597,1.05674,-1.76124,5.95731
Origin Sport,ORS,5574251,0.018581,299999850.0,13251141,-0.216045,5.70522,-29.5751
Odyssey,OCN,5568471,0.000833,6683622959.92,476669,-0.803638,-7.57206,2.05975
Travala.com,AVA,5532330,0.124874,44303312.3913,1402408,-0.0183252,-2.90392,8.17015
ChainX,PCX,5530680,2.38,2321300.0,682850,0.161979,2.83058,39.4871
PumaPay,PMA,5515231,0.000228,24175631270.6,230918,-0.376921,-0.297002,-9.53321
USDQ,USDQ,5502514,0.999807,5503574.01151,55314,0.0544528,-0.348402,0.112193
Cashaa,CAS,5452311,0.007204,756876542.41,3946,8.78664,-0.203584,-0.0335639
DMarket,DMT,5446280,0.09568,56921773.172,670824,-0.152968,1.03399,20.8169
Cosmo Coin,COSM,5394076,0.008041,670780888.574,101750,-0.993474,1.62158,12.414
Bluzelle,BLZ,5378759,0.025503,210905591.565,214616,0.34013,-2.41127,-2.88604
Steem Dollars,SBD,5341980,0.719232,7427341.27,16831,0.0393417,-1.15648,6.41653
Wrapped Bitcoin,WBTC,5288336,9258.18,571.20705089,197348,0.14639,-0.28814,-3.28832
VITE,VITE,5275635,0.012707,415162654.793,126280,1.75221,1.39755,14.0932
Red Pulse Pho...,PHX,5270349,0.006353,829588687.02,473383,1.38403,2.38382,-7.75371
Amoveo,VEO,5250880,78.23,67120.9312565,,-0.0537553,-8.21996,-43.0778
Band Protocol,BAND,5240841,0.334606,15662706.49,2119554,0.458783,7.96216,10.0479
SwissBorg,CHSB,5197303,0.009026,575821132.878,13936,-1.86922,-4.47928,-3.69585
Propy,PRO,5144055,0.107339,47923586.3911,123804,-0.508924,-3.96092,0.184369
Cryptocean,CRON,5134974,0.793752,6469244.0,131866,2.3176,7.61103,-11.0023
Snetwork,SNET,5090924,0.029938,170050721.86,422647,0.954781,2.6024,7.05601
Invictus Hype...,IHF,5071780,0.042513,119298861.564,,0.0,-4.26326e-14,-11.8406
VIBE,VIBE,5051859,0.01942,260136426.56,128678,0.49895,2.17323,7.40646
IPChain,IPC,5035345,0.063777,78952803.5,315651,-0.00180186,-6.50174,-8.87037
FLO,FLO,5046548,0.033124,152351008.348,30428,0.818636,9.65787,-0.329749
Dero,DERO,5014118,0.595914,8414159.0,2359518,0.0258419,-0.857178,17.3668
LiquidApps,DAPP,5002572,0.012503,400112317.528,779,-0.134682,-0.752328,-13.4769
HoryouToken,HYT,4945832,0.004539,1089514925.6,,-2.84217e-14,-2.84217e-14,-3.7911
Genesis Vision,GVT,4904612,1.11,4426883.31189,419154,-0.112186,0.798433,1.85583
Gemini Dollar,GUSD,4883755,1.0,4882453.55,2969238,0.0820729,0.118408,0.782384
SONM,SNM,4855944,0.013504,359600000.0,344633,4.47739,-1.01727,10.2247
Everus,EVR,4849934,0.010617,456792280.194,,-0.0377578,-19.9637,-31.2602
Viacoin,VIA,4855107,0.209654,23157705.6641,72508,0.366973,0.497112,4.51997
Ether Zero,ETZ,4774759,0.028787,165866118.85,477965,0.160519,2.79892,4.11855
Humanscape,HUM,4768459,0.01027,464309445.059,3198,0.0312364,0.096387,-8.10547
WePower,WPR,4740044,0.007793,608221472.51,1900560,0.883781,-1.29924,-0.38993
BOX Token,BOX,4732157,0.047503,99618748.1819,30603,3.13832,0.565179,-4.24552
BlackCoin,BLK,4741627,0.075147,63098272.0252,21414,-5.56715,-6.17168,-5.16676
Ambrosus,AMB,4713984,0.032602,144590975.0,1946980,0.094293,-1.71586,16.2928
Lympo,LYM,4694562,0.005679,826672989.017,219737,-0.159939,-1.62496,16.2987
MintCoin,MINT,4657639,0.000187,24947260808.0,,0.0,0.171504,103.723
ContentBox,BOX,4655027,0.005026,926259105.34,196274,-1.29883,-23.8007,17.9097
Scry.info,DDD,4651521,0.01057,440057074.0,327000,6.7101,5.28807,25.2563
QunQun,QUN,4639473,0.007095,653918850.317,488799,0.106117,-0.392936,9.1053
Viberate,VIB,4595140,0.023951,191859794.432,496974,-0.455228,0.79126,0.515656
Moss Coin,MOC,4577850,0.014612,313299631.838,79558,0.000339371,-1.05149,4.15977
#MetaHash,MHC,4541379,0.003065,1481535237.58,853218,0.155668,-1.28037,-18.1419
Dropil,DROP,4509132,0.000198,22749162211.2,239483,0.277658,-1.26472,-12.9656
TERA,TERA,4494286,0.005321,844711128.0,744374,0.0393485,-1.84172,-6.77327
Edge,DADI,4489040,0.063249,70974585.3724,61560,4.47876,8.22316,9.56265
Rocket Pool,RPL,4486310,0.455523,9848692.40418,3066,0.182619,-4.90235,-15.4782
Emirex Token,EMRX,4470451,0.198152,22560678.0,158216,-0.863217,-3.02517,12.6902
Counterparty,XCP,4454017,1.7,2615419.65638,,2.49784e-10,-1.98368,14.5872
Ethos,ETHOS,4402260,0.045095,97621897.6006,281268,-0.866206,-0.675676,2.33665
SIRIN LABS Token,SRN,4400961,0.008948,491820906.379,133458,0.0210869,-1.37277,-1.56336
BidiPass,BDP,4396438,0.020909,210269776.726,88900,-0.765043,-0.868054,-19.8192
Neumark,NEU,4394188,0.112843,38940772.1197,,0.986996,3.46402,10.7592
SwftCoin,SWFTC,4387124,0.001205,3639990384.17,1897036,0.222126,-1.04057,0.227311
PolySwarm,NCT,4349915,0.002813,1546457129.51,4121,1.27364,-1.26022,11.6629
KAASO,KAASO,4319347,0.175583,24600000.0,69810,-0.814508,155.365,-41.1638
STACS,STACS,4317139,0.0083,520137194.522,758,0.0,9.69461,2.68977
QLC Chain,QLC,4290918,0.017879,240000000.0,144317,-0.577427,2.58545,-4.63465
ColossusXT,COLX,4265524,0.000368,11586631187.8,,-0.0463061,20.746,26.2741
SmartCash,SMART,4249486,0.003006,1413859297.52,83461,-1.07898,-3.02685,-3.96468
Morpheus.Network,MRPH,4219730,0.127644,33058713.9401,65910,-0.225008,1.53903,-10.155
ZelCash,ZEL,4192918,0.05136,81637550.0,4448654,-0.0473712,0.451035,2.92224
BOSAGORA,BOA,4178393,0.025529,163671229.963,13839,6.63904,-20.9055,73.0784
DATA,DTA,4167121,0.000426,9774993344.4,123541,0.383046,-4.20283,5.8131
Tidex Token,TDX,4162635,0.437942,9504980.45,102853,2.77116,0.896814,-1.65962
Pirate Chain,ARRR,4140969,0.032299,128207189.528,4407,-0.0508086,-1.75489,42.3968
YOYOW,YOYOW,4138936,0.013797,299993499.541,73070,-0.453874,0.0165189,7.6542
DigitalNote,XDN,4081495,0.000554,7372476768.47,637,0.207059,-11.6216,-12.7864
GET Protocol,GET,4070470,0.357427,11388257.6512,588,0.00719993,3.65307,6.2111
Morpheus Labs,MITX,4002142,0.011488,348379945.0,193587,-0.56707,-1.55453,37.6555
Sense,SENSE,4000821,0.007863,508816361.721,5674,0.216792,-9.59184,-25.6205
Credo,CREDO,3999613,0.007273,549891702.891,,0.132792,4.73751,-1.7923
DEX,DEX,3987044,0.020815,191542290.51,3955970,3.32207,1.70193,-1.2208
BaaSid,BAAS,3984178,0.000907,4392525852.0,50529,-0.0537553,-0.147063,7.11149
Electra,ECA,3980262,0.000139,28612146126.0,2487,0.317928,0.225186,-11.1818
Gulden,NLG,3983731,0.007984,498959057.0,2516,-1.83136,-0.458776,-5.02238
Selfkey,KEY,3970593,0.001384,2868973735.48,85945,-4.31507,-2.44628,0.308651
Aeon,AEON,3959197,0.250084,15831459.3112,901,0.206704,2.36789,-3.09717
Zipper,ZIP,3942093,0.000243,16199999812.0,4566341,0.188899,-2.5025,-5.83989
Hi Mutual Soc...,HMC,3929562,0.009724,404100000.0,138901,0.0215648,-1.78726,-8.79062
Pepe Cash,PEPECASH,3929019,0.005598,701884009.0,,-9.66338e-12,-5.32827,0.486168
Spendcoin,SPND,3922783,0.004113,953651493.816,321122,-0.572856,-6.95992,-14.3012
Axe,AXE,3913927,0.778367,5028381.49868,1928028,-0.0371424,6.06278,29.801
Jibrel Network,JNT,3910702,0.022993,170080885.901,3955,2.24931,-14.4192,-2.56762
AppCoins,APPC,3877663,0.038756,100054311.845,89288,-0.156235,-1.39319,1.20359
PlayCoin [ERC20],PLY,3873495,0.003922,987548425.173,1833153,0.0397438,8.37747,11.6036
IntelliShare,INE,3857847,0.021108,182763367.235,369484,0.159156,-1.30044,4.98541
district0x,DNT,3854135,0.006424,600000000.0,76062,0.568808,0.81666,2.06382
Cube,AUTO,3848350,0.000568,6774940000.0,612357,-0.409442,-1.85539,5.30708
Hubii Network,HBT,3833338,0.253145,15142833.9479,,0.0,8.52651e-14,14.6678
BLOCKv,VEE,3821398,0.001436,2661778006.08,,-0.0339955,0.516437,46.7902
POA,POA,3811048,0.01731,220167621.0,40266,-0.32959,-0.0594044,3.46847
BitMart Token,BMX,3807247,0.022904,166225429.471,430928,-2.65013,-3.1954,-2.27798
BOScoin,BOS,3791189,0.005468,693391205.557,739802,0.0519367,-0.76971,-0.154791
Aeron,ARN,3788726,0.18955,19988000.0,1057342,0.00582423,2.1484,5.85961
XYO,XYO,3773155,0.000455,8295439521.7,5206,-1.92685,0.313583,3.57823
Xaurum,XAUR,3764760,0.049047,76758800.9576,20221,1.24059,3.54186,0.994475
Pivot Token,PVT,3753432,0.000731,5135200000.0,361257,0.262876,-5.08132,29.3997
AirSwap,AST,3752154,0.025014,150000000.0,3213154,-0.966649,-0.423235,1.61012
MenaPay,MPAY,3750717,0.039315,95401655.6052,346944,0.00316612,-3.76351,-20.984
Global Curren...,GCR,3755253,0.035247,106542091.773,10071,-6.63675,-30.3279,-3.83672
Veil,VEIL,3715521,0.084175,44140294.2113,103995,0.178032,-0.849624,-5.03629
StableUSD,USDS,3705332,1.0,3692039.77368,74099,0.00530595,0.274547,0.744327
Sealchain,SEAL,3676960,0.019788,185813491.53,1066139,-0.194699,-1.06738,0.0444305
Chimpion,BNANA,3674778,0.115823,31727476.6157,254353,1.40812,-2.34646,-4.83927
Refereum,RFR,3670922,0.000875,4195443397.57,104229,0.960138,3.10833,9.99357
BOLT,BOLT,3665463,0.008884,412600355.209,629925,0.153268,-3.52132,2.53408
AIDUS TOKEN,AID,3665458,0.004062,902450504.551,4890,0.566709,0.645223,3.33042
BitNewChain,BTN,3656225,0.020346,179701795.0,,0.0799784,1.38554,62.3832
Agrello,DLT,3631854,0.042241,85978873.0,192599,-0.38645,2.03473,3.53073
Sentinel Prot...,UPP,3627812,0.011658,311194835.25,198885,0.440942,-1.5007,15.0668
Infinitus Token,INF,3626063,0.279112,12991424.719,,0.0659697,1.02286,-0.764153
XinFin Network,XDCE,3624165,0.000923,3927475037.44,207444,0.590212,-3.98787,-9.24785
Cajutel,CAJ,3609439,2.67,1352388.80829,18100,-0.0537553,-1.23388,-7.31428
Bitcore,BTX,3604014,0.206992,17411343.544,1851,-0.158056,-2.3474,-9.80314
Blockmason Cr...,BCPT,3592384,0.030927,116158667.0,167411,0.00967127,-1.20297,6.88163
Esportbits,HLT,3589276,0.179344,20013360.2952,14367,0.043538,4.92248,4.59191
VeriDocGlobal,VDG,3584836,0.000457,7838354721.0,57405,-2.28366,0.189867,-1.58096
OneRoot Network,RNT,3566822,0.012556,284073816.716,945994,-0.140748,-4.90659,22.8797
Artfinity,AT,3558603,0.029292,121487911.287,35617124,-2.24849,-3.83037,-17.2982
Kcash,KCASH,3557568,0.007986,445499083.496,1074283,0.0801736,0.169105,5.09902
Ubiq,UBQ,3565860,0.083688,42609099.354,2243,0.317308,-4.80917,-2.96376
Ternio,TERN,3544496,0.010607,334161876.498,,-0.733506,4.8762,0.536666
Etherparty,FUEL,3497331,0.003497,1000000000.0,85679,-0.0462659,0.931487,-4.12514
Emercoin,EMC,3500368,0.078372,44663625.3607,6249,0.357052,-1.72911,-15.7135
Ondori,RSTR,3475889,9.2e-05,37766847790.3,,-0.0537553,-1.23388,-4.1172
NPCoin,NPC,3467695,0.047858,72457334.9547,,-0.0537553,-2.50761,23.1207
Flash,FLASH,3396108,0.003773,900000000.0,,-0.0463061,12.4762,21.4507
Vites,VITES,3392685,9.2e-05,36862804384.5,,-0.0537553,-1.23388,14.6645
pEOS,PEOS,3365821,0.004063,828353668.79,9722,-0.409486,2.35781,-46.2586
Pundi X NEM,NPXSXEM,3353898,0.000162,20715133731.1,385659,-0.586704,4.77737,-12.1515
APIS,APIS,3302763,0.000369,8962097229.97,936105,-0.0501462,-3.49415,-6.98621
Rublix,RBLX,3245609,0.156179,20781283.8231,,0.019051,1.24339,-8.64409
Content Neutr...,CNN,3244680,8.3e-05,39035223816.0,189328,-1.0626,1.30203,13.1515
Lykke,LKK,3237993,0.010221,316809738.68,,4.87603e-10,-2.09741,-1.63351
Credit Tag Chain,CTC,3222435,0.053935,59746852.0,,0.0,7.10543e-14,-1.7053e-13
VideoCoin,VID,3212389,0.200511,16021033.15,4720576,-0.00771998,-1.66087,-3.1647
Mobius,MOBI,3212063,0.006236,515082884.002,,0.0916508,1.59702,-0.47774
MediShares,MDS,3209807,0.00433,741294311.073,146508,0.106618,-2.83528,6.00652
Gene Source C...,GENE,3187657,0.008495,375244800.0,3165,0.326624,-1.63901,24.5487
Bitsdaq,BQQQ,3185772,0.001187,2684154163.0,29788,0.101805,0.26996,-4.23547
Universa,UTNP,3138750,0.001698,1848760649.03,3123,-0.281255,10.0832,8.04116
Bottos,BTO,3137348,0.005746,546000153.26,589322,-0.0930273,-1.80983,-3.02609
Eterbase Coin,XBASE,3134347,0.003193,981781844.232,759900,-5.01524,-3.24815,11.4509
DAOstack,GEN,3133613,0.075884,41295043.393,1064,-0.267793,-1.55096,1.53245
Swarm,SWM,3119349,0.039659,78654617.6504,815,0.164402,2.97113,-8.50895
Game.com,GTC,3113106,0.004088,761444189.762,1051689,0.161739,-2.68553,-1.76271
Genaro Network,GNX,3077706,0.012028,255882472.18,318571,-0.675305,-4.12356,-9.1948
POPCHAIN,PCH,3061395,0.003429,892799356.876,,2.84217e-14,-2.84217e-14,0.958587
Endor Protocol,EDR,3012059,0.003865,779310543.12,1370728,0.479842,-0.617383,7.30494
QuickX Protocol,QCX,2986015,0.007374,404928971.489,395464,-0.130052,-0.777874,-0.610268
Proton Token,PTT,2970827,0.000359,8281793305.29,728234,0.411263,12.9799,-35.8524
Global Social...,GSC,2962541,0.005394,549180851.015,137564,-0.143836,3.80116,2.39212
Traceability ...,TAC,2959617,0.00435,680392253.134,10330,-6.77123,-11.4518,5.22301
Skrumble Network,SKM,2952097,0.002889,1021680996.34,1160293,-1.66133,-1.2198,20.3674
Hydro Protocol,HOT,2931751,0.004176,702000000.0,43518,-0.0115653,2.19051,-1.95076
Etheroll,DICE,2913260,0.416084,7001622.64879,,0.177435,-1.34787,-6.5455
Phantasma,SOUL,2878940,0.049354,58332939.0,116218,0.928889,1.4848,0.809954
YGGDRASH,YEED,2870565,0.000527,5447415594.35,86640,1.55904,7.55851,2.77278
Asian Fintech,AFIN,2864509,0.011458,250000000.0,53165,0.619034,3.92542,-1.09485
Polybius,PLBT,2857384,0.719823,3969564.99833,4901,-0.165114,-0.352404,-18.6695
Primas,PST,2852390,0.054133,52692564.7534,914009,1.31456,4.71088,-10.2216
Penta,PNT,2851037,0.000136,21014319520.9,33732,-4.44583,-8.76284,-9.31664
Change,CAG,2842717,0.08975,31673646.3263,923,0.338703,-9.50754,-4.40625
Stealth,XST,2848721,0.084442,33735704.7285,4988,-5.23812,-4.2,-10.0431
indaHash,IDH,2838330,0.007097,399936258.54,3112,0.0429981,28.4579,21.5369
OriginTrail,TRAC,2829158,0.00986,286928834.137,27450,1.04809,0.576097,4.08781
ParkinGo,GOT,2812348,0.175057,16065321.5054,,0.271616,-7.91303,-17.1722
Machine Xchan...,MXC,2810168,0.002094,1341939143.08,1966901,0.542604,-2.35135,7.09565
Online,OIO,2798565,0.003189,877660690.0,,0.182619,-1.05679,238.547
Feathercoin,FTC,2790969,0.010888,256341160.0,2248,-1.46482,-1.61043,-10.0577
Wings,WINGS,2730469,0.02833,96379730.424,344708,2.20217,-4.63011,-30.8625
Primecoin,XPM,2774665,0.093952,29532681.6003,75356,1.06419,0.900851,-8.3199
Chromia,CHR,2768917,0.024616,112483044.086,18896265,0.6108,0.524557,1.55786
COS,COS,2758735,0.01583,174269724.628,11005,-0.287422,-4.51862,-8.48455
0Chain,ZCN,2743372,0.068384,40117166.0,14528,-0.212366,47.1568,33.0443
NIX,NIX,2742370,0.063414,43245163.1086,79129,-5.51057,-5.98092,-15.9007
DEEX,DEEX,2734540,0.048374,56528700.2861,3700,0.283656,8.75328,39.6905
OneLedger,OLT,2724233,0.007675,354970350.491,577743,0.436551,1.91719,6.26258
DeepOnion,ONION,2720388,0.168789,16117126.3286,720,-0.0603042,-1.37874,-5.80814
Insureum,ISR,2715126,0.012685,214048583.434,100637,0.180898,-3.15206,26.4793
Brickblock,BBK,2704036,0.035991,75131282.9736,25994,-0.751906,3.26373,127.072
